case_id,participant_id,date,calendar_context,behavior_context,key_observations,rating_instruction,option_A_recommendation,option_A_reason,option_B_recommendation,option_B_reason,preferred_option_A_or_B,A_relevance_1_5,B_relevance_1_5,A_behavioral_alignment_1_5,B_behavioral_alignment_1_5,A_feasibility_1_5,B_feasibility_1_5,A_safety_1_5,B_safety_1_5,notes
S051,P017,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 20:00-22:00 deadline work block (flexible),Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,"Total screen time elevated (289min/day vs typical 241min, +20%); sustained across the last 2d; Location routine more restricted than baseline (entropy 0.76 vs 1.84); sustained across the last 3d; More time at top-3 frequent places (89% vs typical 58%); sustained across the last 3d","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,Add a brief 'Leave the building' or 'Short walk' block (15–20 min) in the early afternoon on the next available weekday,"Mobility entropy has been pronounced and sustained for 3 days, with nearly all time at familiar locations. A low-commitment, recurring prompt to step outside a habitual location — even briefly — introduces a small amount of location variety without requiring a major schedule change.",,,,,,,,,,
S052,P018,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep schedule has been less consistent (SRI 78 vs typical 86); drifting over the last 3d; Daily routine timing less regular (SRM 0.71 vs typical 0.81); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,Add a Wind-down block at 22:00–22:30 each evening this week to create a consistent pre-sleep anchor and signal the end of the optional work session by 22:00,The optional work session already ends at 22:30; shifting the wind-down to start at 22:00 creates a soft stop that protects a consistent sleep onset time and directly counters the 3-day drift in sleep regularity.,,,,,,,,,,
S053,P018,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep onset has been around 00:14 (about 0.8h later than typical 23:24); drifting over the last 3d; Sleep schedule has been less consistent (SRI 70 vs typical 86); drifting over the last 3d; Daily routine timing less regular (SRM 0.63 vs typical 0.81); intermittently (2d of 3),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","Add a 'Wind-down / screens off' block at 22:30–23:00 on weeknights, replacing or capping the optional work session end time","The optional work session currently ends at 22:30, which leaves little buffer before the drifted sleep onset (~00:14). A protected wind-down block creates a hard daily anchor that discourages the session from running later and signals the end of the active day — directly targeting both the late sleep onset and the irregular routine timing.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",,,,,,,,,,
S054,P018,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep onset has been around 00:15 (about 0.9h later than typical 23:24); intermittently (1d of 3); Sleep schedule has been less consistent (SRI 63 vs typical 85); sustained across the last 3d; Daily routine timing less regular (SRM 0.54 vs typical 0.81); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.","Add a 'Wind-down / wrap up' block at 22:00–22:30, replacing or capping the optional work session, to create a consistent evening boundary","The optional work session currently runs until 22:30, which leaves very little buffer before a midnight-or-later sleep onset. Adding a wind-down block at 22:00 signals a consistent daily anchor point in the evening — directly addressing the irregular routine timing (SRM) and giving sleep onset a better chance of stabilizing closer to baseline. This is a low-burden change: it doesn't remove the work session, it just caps it.",,,,,,,,,,
S055,P019,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,Sleep has averaged 7.1h (0.5h shorter than typical 7.6h); (yesterday only); Attention pattern more fragmented than baseline (1.3 vs 1.0 switches/active-min); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.","Add a Wind-down block at 22:00 (30 min) after the problem-set work ends, as a soft stop signal before bed",The problem-set block runs until 21:30. Adding a brief wind-down buffer discourages the session from drifting later and reduces the chance of elevated screen activity pushing sleep onset back further — directly addressing the acute short-sleep deviation.,,,,,,,,,,
S056,P019,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,"Sleep has averaged 6.5h (1.2h shorter than typical 7.6h); intermittently (2d of 3); Late-night screen use up 65% vs personal baseline (46min vs typical 28min); (yesterday only); Total screen time elevated (281min/day vs typical 246min, +14%); (yesterday only)","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a 'Wind-down / screens off' block at 22:00–22:30 on evenings with late work (starting tonight),Late-night screen use was up 65% yesterday and sleep has been ~1.2h shorter than usual on 2 of 3 recent nights. Placing a visible wind-down block immediately after the problem-set work slot (which ends 21:30) creates a low-friction cue to close devices before the window when screen use has been creeping up.,Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S057,P019,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,"Sleep has averaged 5.8h (1.8h shorter than typical 7.7h); sustained across the last 3d; Late-night screen use up 136% vs personal baseline (65min vs typical 27min); sustained across the last 2d; Total screen time elevated (333min/day vs typical 241min, +38%); sustained across the last 2d","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",Add a 'Wind-down — screens off' block at 22:15 (30 min) to create a hard boundary between evening work and sleep preparation,"Late-night screen use has been running ~65 min/night vs. a typical ~27 min, sustained over 2 days, and coincides with sleep being ~1.8h shorter than usual. Placing a named block immediately after the problem-set window closes (21:30) creates a visible cue to stop screen use and begin winding down, targeting the most upstream point in the observed loop.",,,,,,,,,,
S058,P020,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.,Sleep onset has been around 23:41 (about 0.6h later than typical 23:05); drifting over the last 3d; Late-night screen use up 55% vs personal baseline (53min vs typical 34min); (yesterday only); Location routine more restricted than baseline (entropy 1.56 vs 1.81); drifting over the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","End or convert the 'optional work session' (21:00–22:30) to a screen-free wind-down block — e.g., rename to 'Wind-down / no screens' and treat the work content as optional carry-over to the next morning instead.","The optional work session runs until 22:30, directly overlapping with the late-night screen window that spiked yesterday. Ending active screen work by 22:00 and protecting the 22:00–22:30 slot as wind-down time creates a structural buffer before the target sleep window (~23:05 baseline). This is the single highest-leverage change given the phone-mediated-sleep-delay pattern.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",,,,,,,,,,
S059,P020,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:13 (about 1.1h later than typical 23:06); drifting over the last 3d; Late-night screen use up 110% vs personal baseline (71min vs typical 34min); intermittently (2d of 3); Location routine more restricted than baseline (entropy 1.37 vs 1.80); drifting over the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.","Add a Wind-down block at 22:30–23:00 (replace or follow the optional work session), marking it as protected non-screen time","Late-night screen use has been running ~71 min vs a typical ~34 min, and sleep onset has drifted to ~00:13. A dedicated wind-down buffer immediately after the optional work session creates a natural stopping point for screens and aligns with the user's baseline sleep onset of ~23:06.",,,,,,,,,,
S060,P020,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:42 (about 1.6h later than typical 23:06); sustained across the last 3d; Late-night screen use up 163% vs personal baseline (89min vs typical 34min); sustained across the last 3d; Location routine more restricted than baseline (entropy 1.20 vs 1.80); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Replace or end the 'optional work session' by 21:30 and add a Wind-down block from 21:30–22:30 (no screens),"Late-night screen use is running 163% above baseline and sleep onset has shifted 1.6h later over 3 sustained days. The optional work session currently runs until 22:30, which directly overlaps with the window where screen use is elevated. Ending it earlier and protecting a screen-free wind-down period creates structural space for sleep onset to shift back toward baseline.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
